source,target,strength,connection_type,color_flow,time
nutrients_d16_h19,nutrients_d16_h20,0.8,temporal,positive,404
air_quality_d16_h19,air_quality_d16_h20,0.8,temporal,positive,404
light_d16_h20,light_d16_h21,0.8,temporal,negative,405
humidity_d16_h20,humidity_d16_h21,0.8,temporal,neutral,405
nutrients_d16_h20,nutrients_d16_h21,0.8,temporal,positive,405
air_quality_d16_h20,air_quality_d16_h21,0.8,temporal,positive,405
light_d16_h21,light_d16_h22,0.8,temporal,negative,406
humidity_d16_h21,humidity_d16_h22,0.8,temporal,neutral,406
nutrients_d16_h21,nutrients_d16_h22,0.8,temporal,positive,406
air_quality_d16_h21,air_quality_d16_h22,0.8,temporal,positive,406
light_d16_h22,light_d16_h23,0.8,temporal,negative,407
humidity_d16_h22,humidity_d16_h23,0.8,temporal,neutral,407
nutrients_d16_h22,nutrients_d16_h23,0.8,temporal,positive,407
air_quality_d16_h22,air_quality_d16_h23,0.8,temporal,positive,407
light_d16_h23,light_d17_h0,0.8,temporal,negative,408
humidity_d16_h23,humidity_d17_h0,0.8,temporal,neutral,408
nutrients_d16_h23,nutrients_d17_h0,0.8,temporal,positive,408
air_quality_d16_h23,air_quality_d17_h0,0.8,temporal,positive,408
light_d17_h0,light_d17_h1,0.8,temporal,negative,409
humidity_d17_h0,humidity_d17_h1,0.8,temporal,neutral,409
nutrients_d17_h0,nutrients_d17_h1,0.8,temporal,positive,409
air_quality_d17_h0,air_quality_d17_h1,0.8,temporal,neutral,409
light_d17_h1,light_d17_h2,0.8,temporal,negative,410
humidity_d17_h1,humidity_d17_h2,0.8,temporal,neutral,410
nutrients_d17_h1,nutrients_d17_h2,0.8,temporal,positive,410
air_quality_d17_h1,air_quality_d17_h2,0.8,temporal,neutral,410
light_d17_h2,light_d17_h3,0.8,temporal,negative,411
humidity_d17_h2,humidity_d17_h3,0.8,temporal,neutral,411
nutrients_d17_h2,nutrients_d17_h3,0.8,temporal,positive,411
air_quality_d17_h2,air_quality_d17_h3,0.8,temporal,positive,411
light_d17_h3,light_d17_h4,0.8,temporal,negative,412
humidity_d17_h3,humidity_d17_h4,0.8,temporal,positive,412
nutrients_d17_h3,nutrients_d17_h4,0.8,temporal,positive,412
air_quality_d17_h3,air_quality_d17_h4,0.8,temporal,positive,412
light_d17_h4,light_d17_h5,0.8,temporal,negative,413
humidity_d17_h4,humidity_d17_h5,0.8,temporal,neutral,413
nutrients_d17_h4,nutrients_d17_h5,0.8,temporal,neutral,413
air_quality_d17_h4,air_quality_d17_h5,0.8,temporal,positive,413
light_d17_h5,light_d17_h6,0.8,temporal,neutral,414
humidity_d17_h5,humidity_d17_h6,0.8,temporal,neutral,414
nutrients_d17_h5,nutrients_d17_h6,0.8,temporal,positive,414
air_quality_d17_h5,air_quality_d17_h6,0.8,temporal,neutral,414
light_d17_h6,light_d17_h7,0.8,temporal,neutral,415
humidity_d17_h6,humidity_d17_h7,0.8,temporal,positive,415
nutrients_d17_h6,nutrients_d17_h7,0.8,temporal,positive,415
air_quality_d17_h6,air_quality_d17_h7,0.8,temporal,neutral,415
light_d17_h7,light_d17_h8,0.8,temporal,neutral,416
humidity_d17_h7,humidity_d17_h8,0.8,temporal,positive,416
nutrients_d17_h7,nutrients_d17_h8,0.8,temporal,positive,416
air_quality_d17_h7,air_quality_d17_h8,0.8,temporal,neutral,416
light_d17_h8,light_d17_h9,0.8,temporal,neutral,417
humidity_d17_h8,humidity_d17_h9,0.8,temporal,neutral,417
nutrients_d17_h8,nutrients_d17_h9,0.8,temporal,positive,417
air_quality_d17_h8,air_quality_d17_h9,0.8,temporal,neutral,417
light_d17_h9,light_d17_h10,0.8,temporal,neutral,418
humidity_d17_h9,humidity_d17_h10,0.8,temporal,neutral,418
nutrients_d17_h9,nutrients_d17_h10,0.8,temporal,positive,418
air_quality_d17_h9,air_quality_d17_h10,0.8,temporal,neutral,418
light_d17_h10,light_d17_h11,0.8,temporal,neutral,419
humidity_d17_h10,humidity_d17_h11,0.8,temporal,neutral,419
nutrients_d17_h10,nutrients_d17_h11,0.8,temporal,positive,419
air_quality_d17_h10,air_quality_d17_h11,0.8,temporal,neutral,419
light_d17_h11,light_d17_h12,0.8,temporal,neutral,420
humidity_d17_h11,humidity_d17_h12,0.8,temporal,neutral,420
nutrients_d17_h11,nutrients_d17_h12,0.8,temporal,positive,420
air_quality_d17_h11,air_quality_d17_h12,0.8,temporal,neutral,420
light_d17_h12,light_d17_h13,0.8,temporal,neutral,421
humidity_d17_h12,humidity_d17_h13,0.8,temporal,neutral,421
nutrients_d17_h12,nutrients_d17_h13,0.8,temporal,positive,421
air_quality_d17_h12,air_quality_d17_h13,0.8,temporal,negative,421
light_d17_h13,light_d17_h14,0.8,temporal,neutral,422
humidity_d17_h13,humidity_d17_h14,0.8,temporal,neutral,422
nutrients_d17_h13,nutrients_d17_h14,0.8,temporal,positive,422
air_quality_d17_h13,air_quality_d17_h14,0.8,temporal,positive,422
light_d17_h14,light_d17_h15,0.8,temporal,neutral,423
humidity_d17_h14,humidity_d17_h15,0.8,temporal,neutral,423
nutrients_d17_h14,nutrients_d17_h15,0.8,temporal,positive,423
air_quality_d17_h14,air_quality_d17_h15,0.8,temporal,positive,423
light_d17_h15,light_d17_h16,0.8,temporal,neutral,424
humidity_d17_h15,humidity_d17_h16,0.8,temporal,neutral,424
nutrients_d17_h15,nutrients_d17_h16,0.8,temporal,positive,424
air_quality_d17_h15,air_quality_d17_h16,0.8,temporal,positive,424
light_d17_h16,light_d17_h17,0.8,temporal,neutral,425
humidity_d17_h16,humidity_d17_h17,0.8,temporal,neutral,425
nutrients_d17_h16,nutrients_d17_h17,0.8,temporal,positive,425
air_quality_d17_h16,air_quality_d17_h17,0.8,temporal,positive,425
light_d17_h17,light_d17_h18,0.8,temporal,neutral,426
humidity_d17_h17,humidity_d17_h18,0.8,temporal,positive,426
nutrients_d17_h17,nutrients_d17_h18,0.8,temporal,positive,426
air_quality_d17_h17,air_quality_d17_h18,0.8,temporal,positive,426
light_d17_h18,light_d17_h19,0.8,temporal,negative,427
humidity_d17_h18,humidity_d17_h19,0.8,temporal,positive,427
nutrients_d17_h18,nutrients_d17_h19,0.8,temporal,positive,427
air_quality_d17_h18,air_quality_d17_h19,0.8,temporal,neutral,427
light_d17_h19,light_d17_h20,0.8,temporal,negative,428
humidity_d17_h19,humidity_d17_h20,0.8,temporal,neutral,428
nutrients_d17_h19,nutrients_d17_h20,0.8,temporal,positive,428
air_quality_d17_h19,air_quality_d17_h20,0.8,temporal,positive,428
light_d17_h20,light_d17_h21,0.8,temporal,negative,429
humidity_d17_h20,humidity_d17_h21,0.8,temporal,neutral,429
nutrients_d17_h20,nutrients_d17_h21,0.8,temporal,positive,429
air_quality_d17_h20,air_quality_d17_h21,0.8,temporal,positive,429
light_d17_h21,light_d17_h22,0.8,temporal,negative,430
humidity_d17_h21,humidity_d17_h22,0.8,temporal,neutral,430
nutrients_d17_h21,nutrients_d17_h22,0.8,temporal,positive,430
air_quality_d17_h21,air_quality_d17_h22,0.8,temporal,positive,430
light_d17_h22,light_d17_h23,0.8,temporal,negative,431
humidity_d17_h22,humidity_d17_h23,0.8,temporal,neutral,431
nutrients_d17_h22,nutrients_d17_h23,0.8,temporal,positive,431
air_quality_d17_h22,air_quality_d17_h23,0.8,temporal,positive,431
light_d17_h23,light_d18_h0,0.8,temporal,negative,432
humidity_d17_h23,humidity_d18_h0,0.8,temporal,neutral,432
nutrients_d17_h23,nutrients_d18_h0,0.8,temporal,positive,432
air_quality_d17_h23,air_quality_d18_h0,0.8,temporal,neutral,432
light_d18_h0,light_d18_h1,0.8,temporal,negative,433
humidity_d18_h0,humidity_d18_h1,0.8,temporal,neutral,433
nutrients_d18_h0,nutrients_d18_h1,0.8,temporal,positive,433
air_quality_d18_h0,air_quality_d18_h1,0.8,temporal,positive,433
light_d18_h1,light_d18_h2,0.8,temporal,negative,434
humidity_d18_h1,humidity_d18_h2,0.8,temporal,neutral,434
nutrients_d18_h1,nutrients_d18_h2,0.8,temporal,positive,434
air_quality_d18_h1,air_quality_d18_h2,0.8,temporal,positive,434
light_d18_h2,light_d18_h3,0.8,temporal,negative,435
humidity_d18_h2,humidity_d18_h3,0.8,temporal,neutral,435
nutrients_d18_h2,nutrients_d18_h3,0.8,temporal,positive,435
air_quality_d18_h2,air_quality_d18_h3,0.8,temporal,positive,435
light_d18_h3,light_d18_h4,0.8,temporal,negative,436
humidity_d18_h3,humidity_d18_h4,0.8,temporal,neutral,436
nutrients_d18_h3,nutrients_d18_h4,0.8,temporal,positive,436
air_quality_d18_h3,air_quality_d18_h4,0.8,temporal,neutral,436
light_d18_h4,light_d18_h5,0.8,temporal,negative,437
humidity_d18_h4,humidity_d18_h5,0.8,temporal,positive,437
nutrients_d18_h4,nutrients_d18_h5,0.8,temporal,positive,437
air_quality_d18_h4,air_quality_d18_h5,0.8,temporal,positive,437
light_d18_h5,light_d18_h6,0.8,temporal,neutral,438
humidity_d18_h5,humidity_d18_h6,0.8,temporal,positive,438
nutrients_d18_h5,nutrients_d18_h6,0.8,temporal,positive,438
air_quality_d18_h5,air_quality_d18_h6,0.8,temporal,neutral,438
light_d18_h6,light_d18_h7,0.8,temporal,neutral,439
humidity_d18_h6,humidity_d18_h7,0.8,temporal,positive,439
nutrients_d18_h6,nutrients_d18_h7,0.8,temporal,positive,439
air_quality_d18_h6,air_quality_d18_h7,0.8,temporal,positive,439
light_d18_h7,light_d18_h8,0.8,temporal,neutral,440
humidity_d18_h7,humidity_d18_h8,0.8,temporal,neutral,440
nutrients_d18_h7,nutrients_d18_h8,0.8,temporal,positive,440
air_quality_d18_h7,air_quality_d18_h8,0.8,temporal,positive,440
light_d18_h8,light_d18_h9,0.8,temporal,neutral,441
humidity_d18_h8,humidity_d18_h9,0.8,temporal,neutral,441
nutrients_d18_h8,nutrients_d18_h9,0.8,temporal,positive,441
air_quality_d18_h8,air_quality_d18_h9,0.8,temporal,positive,441
light_d18_h9,light_d18_h10,0.8,temporal,neutral,442
humidity_d18_h9,humidity_d18_h10,0.8,temporal,neutral,442
nutrients_d18_h9,nutrients_d18_h10,0.8,temporal,positive,442
air_quality_d18_h9,air_quality_d18_h10,0.8,temporal,positive,442
light_d18_h10,light_d18_h11,0.8,temporal,neutral,443
humidity_d18_h10,humidity_d18_h11,0.8,temporal,neutral,443
nutrients_d18_h10,nutrients_d18_h11,0.8,temporal,positive,443
air_quality_d18_h10,air_quality_d18_h11,0.8,temporal,neutral,443
light_d18_h11,light_d18_h12,0.8,temporal,neutral,444
humidity_d18_h11,humidity_d18_h12,0.8,temporal,neutral,444
nutrients_d18_h11,nutrients_d18_h12,0.8,temporal,positive,444
air_quality_d18_h11,air_quality_d18_h12,0.8,temporal,neutral,444
light_d18_h12,light_d18_h13,0.8,temporal,neutral,445
humidity_d18_h12,humidity_d18_h13,0.8,temporal,neutral,445
nutrients_d18_h12,nutrients_d18_h13,0.8,temporal,positive,445
air_quality_d18_h12,air_quality_d18_h13,0.8,temporal,positive,445
light_d18_h13,light_d18_h14,0.8,temporal,neutral,446
humidity_d18_h13,humidity_d18_h14,0.8,temporal,neutral,446
nutrients_d18_h13,nutrients_d18_h14,0.8,temporal,positive,446
air_quality_d18_h13,air_quality_d18_h14,0.8,temporal,neutral,446
light_d18_h14,light_d18_h15,0.8,temporal,neutral,447
humidity_d18_h14,humidity_d18_h15,0.8,temporal,neutral,447
nutrients_d18_h14,nutrients_d18_h15,0.8,temporal,neutral,447
air_quality_d18_h14,air_quality_d18_h15,0.8,temporal,neutral,447
light_d18_h15,light_d18_h16,0.8,temporal,neutral,448
humidity_d18_h15,humidity_d18_h16,0.8,temporal,neutral,448
nutrients_d18_h15,nutrients_d18_h16,0.8,temporal,positive,448
air_quality_d18_h15,air_quality_d18_h16,0.8,temporal,neutral,448
light_d18_h16,light_d18_h17,0.8,temporal,neutral,449
humidity_d18_h16,humidity_d18_h17,0.8,temporal,positive,449
nutrients_d18_h16,nutrients_d18_h17,0.8,temporal,neutral,449
air_quality_d18_h16,air_quality_d18_h17,0.8,temporal,neutral,449
light_d18_h17,light_d18_h18,0.8,temporal,neutral,450
humidity_d18_h17,humidity_d18_h18,0.8,temporal,positive,450
nutrients_d18_h17,nutrients_d18_h18,0.8,temporal,positive,450
air_quality_d18_h17,air_quality_d18_h18,0.8,temporal,neutral,450
light_d18_h18,light_d18_h19,0.8,temporal,negative,451
humidity_d18_h18,humidity_d18_h19,0.8,temporal,neutral,451
nutrients_d18_h18,nutrients_d18_h19,0.8,temporal,positive,451
air_quality_d18_h18,air_quality_d18_h19,0.8,temporal,positive,451
light_d18_h19,light_d18_h20,0.8,temporal,negative,452
humidity_d18_h19,humidity_d18_h20,0.8,temporal,neutral,452
nutrients_d18_h19,nutrients_d18_h20,0.8,temporal,positive,452
air_quality_d18_h19,air_quality_d18_h20,0.8,temporal,positive,452
light_d18_h20,light_d18_h21,0.8,temporal,negative,453
humidity_d18_h20,humidity_d18_h21,0.8,temporal,neutral,453
nutrients_d18_h20,nutrients_d18_h21,0.8,temporal,neutral,453
air_quality_d18_h20,air_quality_d18_h21,0.8,temporal,neutral,453
light_d18_h21,light_d18_h22,0.8,temporal,negative,454
humidity_d18_h21,humidity_d18_h22,0.8,temporal,neutral,454
nutrients_d18_h21,nutrients_d18_h22,0.8,temporal,positive,454
air_quality_d18_h21,air_quality_d18_h22,0.8,temporal,positive,454
light_d18_h22,light_d18_h23,0.8,temporal,negative,455
humidity_d18_h22,humidity_d18_h23,0.8,temporal,neutral,455
nutrients_d18_h22,nutrients_d18_h23,0.8,temporal,positive,455
air_quality_d18_h22,air_quality_d18_h23,0.8,temporal,positive,455
light_d18_h23,light_d19_h0,0.8,temporal,negative,456
humidity_d18_h23,humidity_d19_h0,0.8,temporal,neutral,456
nutrients_d18_h23,nutrients_d19_h0,0.8,temporal,positive,456
air_quality_d18_h23,air_quality_d19_h0,0.8,temporal,positive,456
light_d19_h0,light_d19_h1,0.8,temporal,negative,457
humidity_d19_h0,humidity_d19_h1,0.8,temporal,neutral,457
nutrients_d19_h0,nutrients_d19_h1,0.8,temporal,positive,457
air_quality_d19_h0,air_quality_d19_h1,0.8,temporal,negative,457
light_d19_h1,light_d19_h2,0.8,temporal,negative,458
humidity_d19_h1,humidity_d19_h2,0.8,temporal,neutral,458
nutrients_d19_h1,nutrients_d19_h2,0.8,temporal,positive,458
air_quality_d19_h1,air_quality_d19_h2,0.8,temporal,neutral,458
light_d19_h2,light_d19_h3,0.8,temporal,negative,459
humidity_d19_h2,humidity_d19_h3,0.8,temporal,neutral,459
nutrients_d19_h2,nutrients_d19_h3,0.8,temporal,positive,459
air_quality_d19_h2,air_quality_d19_h3,0.8,temporal,positive,459
light_d19_h3,light_d19_h4,0.8,temporal,negative,460
humidity_d19_h3,humidity_d19_h4,0.8,temporal,positive,460
nutrients_d19_h3,nutrients_d19_h4,0.8,temporal,positive,460
air_quality_d19_h3,air_quality_d19_h4,0.8,temporal,neutral,460
light_d19_h4,light_d19_h5,0.8,temporal,negative,461
humidity_d19_h4,humidity_d19_h5,0.8,temporal,positive,461
nutrients_d19_h4,nutrients_d19_h5,0.8,temporal,positive,461
air_quality_d19_h4,air_quality_d19_h5,0.8,temporal,positive,461
light_d19_h5,light_d19_h6,0.8,temporal,neutral,462
humidity_d19_h5,humidity_d19_h6,0.8,temporal,positive,462
nutrients_d19_h5,nutrients_d19_h6,0.8,temporal,positive,462
air_quality_d19_h5,air_quality_d19_h6,0.8,temporal,positive,462
light_d19_h6,light_d19_h7,0.8,temporal,neutral,463
humidity_d19_h6,humidity_d19_h7,0.8,temporal,positive,463
nutrients_d19_h6,nutrients_d19_h7,0.8,temporal,positive,463
air_quality_d19_h6,air_quality_d19_h7,0.8,temporal,positive,463
light_d19_h7,light_d19_h8,0.8,temporal,neutral,464
humidity_d19_h7,humidity_d19_h8,0.8,temporal,positive,464
nutrients_d19_h7,nutrients_d19_h8,0.8,temporal,positive,464
air_quality_d19_h7,air_quality_d19_h8,0.8,temporal,neutral,464
light_d19_h8,light_d19_h9,0.8,temporal,neutral,465
humidity_d19_h8,humidity_d19_h9,0.8,temporal,neutral,465
nutrients_d19_h8,nutrients_d19_h9,0.8,temporal,positive,465
air_quality_d19_h8,air_quality_d19_h9,0.8,temporal,neutral,465
light_d19_h9,light_d19_h10,0.8,temporal,neutral,466
humidity_d19_h9,humidity_d19_h10,0.8,temporal,neutral,466
nutrients_d19_h9,nutrients_d19_h10,0.8,temporal,positive,466
air_quality_d19_h9,air_quality_d19_h10,0.8,temporal,positive,466
light_d19_h10,light_d19_h11,0.8,temporal,neutral,467
humidity_d19_h10,humidity_d19_h11,0.8,temporal,neutral,467
nutrients_d19_h10,nutrients_d19_h11,0.8,temporal,positive,467
air_quality_d19_h10,air_quality_d19_h11,0.8,temporal,neutral,467
light_d19_h11,light_d19_h12,0.8,temporal,neutral,468
humidity_d19_h11,humidity_d19_h12,0.8,temporal,neutral,468
nutrients_d19_h11,nutrients_d19_h12,0.8,temporal,positive,468
air_quality_d19_h11,air_quality_d19_h12,0.8,temporal,neutral,468
light_d19_h12,light_d19_h13,0.8,temporal,neutral,469
humidity_d19_h12,humidity_d19_h13,0.8,temporal,neutral,469
nutrients_d19_h12,nutrients_d19_h13,0.8,temporal,positive,469
air_quality_d19_h12,air_quality_d19_h13,0.8,temporal,positive,469
light_d19_h13,light_d19_h14,0.8,temporal,neutral,470
humidity_d19_h13,humidity_d19_h14,0.8,temporal,neutral,470
nutrients_d19_h13,nutrients_d19_h14,0.8,temporal,positive,470
air_quality_d19_h13,air_quality_d19_h14,0.8,temporal,neutral,470
light_d19_h14,light_d19_h15,0.8,temporal,neutral,471
humidity_d19_h14,humidity_d19_h15,0.8,temporal,neutral,471
nutrients_d19_h14,nutrients_d19_h15,0.8,temporal,positive,471
air_quality_d19_h14,air_quality_d19_h15,0.8,temporal,positive,471
light_d19_h15,light_d19_h16,0.8,temporal,neutral,472
humidity_d19_h15,humidity_d19_h16,0.8,temporal,neutral,472
nutrients_d19_h15,nutrients_d19_h16,0.8,temporal,positive,472
air_quality_d19_h15,air_quality_d19_h16,0.8,temporal,positive,472
light_d19_h16,light_d19_h17,0.8,temporal,neutral,473
humidity_d19_h16,humidity_d19_h17,0.8,temporal,positive,473
nutrients_d19_h16,nutrients_d19_h17,0.8,temporal,positive,473
air_quality_d19_h16,air_quality_d19_h17,0.8,temporal,neutral,473
light_d19_h17,light_d19_h18,0.8,temporal,neutral,474
humidity_d19_h17,humidity_d19_h18,0.8,temporal,positive,474
nutrients_d19_h17,nutrients_d19_h18,0.8,temporal,positive,474
air_quality_d19_h17,air_quality_d19_h18,0.8,temporal,negative,474
light_d19_h18,light_d19_h19,0.8,temporal,negative,475
humidity_d19_h18,humidity_d19_h19,0.8,temporal,neutral,475
nutrients_d19_h18,nutrients_d19_h19,0.8,temporal,positive,475
air_quality_d19_h18,air_quality_d19_h19,0.8,temporal,positive,475
light_d19_h19,light_d19_h20,0.8,temporal,negative,476
humidity_d19_h19,humidity_d19_h20,0.8,temporal,neutral,476
nutrients_d19_h19,nutrients_d19_h20,0.8,temporal,positive,476
air_quality_d19_h19,air_quality_d19_h20,0.8,temporal,neutral,476
light_d19_h20,light_d19_h21,0.8,temporal,negative,477
humidity_d19_h20,humidity_d19_h21,0.8,temporal,neutral,477
nutrients_d19_h20,nutrients_d19_h21,0.8,temporal,positive,477
air_quality_d19_h20,air_quality_d19_h21,0.8,temporal,positive,477
light_d19_h21,light_d19_h22,0.8,temporal,negative,478
humidity_d19_h21,humidity_d19_h22,0.8,temporal,neutral,478
nutrients_d19_h21,nutrients_d19_h22,0.8,temporal,positive,478
air_quality_d19_h21,air_quality_d19_h22,0.8,temporal,positive,478
light_d19_h22,light_d19_h23,0.8,temporal,negative,479
humidity_d19_h22,humidity_d19_h23,0.8,temporal,neutral,479
nutrients_d19_h22,nutrients_d19_h23,0.8,temporal,positive,479
air_quality_d19_h22,air_quality_d19_h23,0.8,temporal,positive,479
light_d19_h23,light_d20_h0,0.8,temporal,negative,480
humidity_d19_h23,humidity_d20_h0,0.8,temporal,neutral,480
nutrients_d19_h23,nutrients_d20_h0,0.8,temporal,positive,480
air_quality_d19_h23,air_quality_d20_h0,0.8,temporal,neutral,480
light_d20_h0,light_d20_h1,0.8,temporal,negative,481
humidity_d20_h0,humidity_d20_h1,0.8,temporal,neutral,481
nutrients_d20_h0,nutrients_d20_h1,0.8,temporal,positive,481
air_quality_d20_h0,air_quality_d20_h1,0.8,temporal,positive,481
light_d20_h1,light_d20_h2,0.8,temporal,negative,482
humidity_d20_h1,humidity_d20_h2,0.8,temporal,neutral,482
nutrients_d20_h1,nutrients_d20_h2,0.8,temporal,positive,482
air_quality_d20_h1,air_quality_d20_h2,0.8,temporal,neutral,482
light_d20_h2,light_d20_h3,0.8,temporal,negative,483
humidity_d20_h2,humidity_d20_h3,0.8,temporal,neutral,483
nutrients_d20_h2,nutrients_d20_h3,0.8,temporal,positive,483
air_quality_d20_h2,air_quality_d20_h3,0.8,temporal,neutral,483
light_d20_h3,light_d20_h4,0.8,temporal,negative,484
humidity_d20_h3,humidity_d20_h4,0.8,temporal,neutral,484
nutrients_d20_h3,nutrients_d20_h4,0.8,temporal,positive,484
air_quality_d20_h3,air_quality_d20_h4,0.8,temporal,neutral,484
light_d20_h4,light_d20_h5,0.8,temporal,negative,485
humidity_d20_h4,humidity_d20_h5,0.8,temporal,neutral,485
nutrients_d20_h4,nutrients_d20_h5,0.8,temporal,positive,485
air_quality_d20_h4,air_quality_d20_h5,0.8,temporal,neutral,485
light_d20_h5,light_d20_h6,0.8,temporal,neutral,486
humidity_d20_h5,humidity_d20_h6,0.8,temporal,positive,486
nutrients_d20_h5,nutrients_d20_h6,0.8,temporal,positive,486
air_quality_d20_h5,air_quality_d20_h6,0.8,temporal,neutral,486
light_d20_h6,light_d20_h7,0.8,temporal,neutral,487
humidity_d20_h6,humidity_d20_h7,0.8,temporal,positive,487
nutrients_d20_h6,nutrients_d20_h7,0.8,temporal,positive,487
air_quality_d20_h6,air_quality_d20_h7,0.8,temporal,negative,487
light_d20_h7,light_d20_h8,0.8,temporal,neutral,488
humidity_d20_h7,humidity_d20_h8,0.8,temporal,neutral,488
nutrients_d20_h7,nutrients_d20_h8,0.8,temporal,positive,488
air_quality_d20_h7,air_quality_d20_h8,0.8,temporal,neutral,488
light_d20_h8,light_d20_h9,0.8,temporal,neutral,489
humidity_d20_h8,humidity_d20_h9,0.8,temporal,neutral,489
nutrients_d20_h8,nutrients_d20_h9,0.8,temporal,positive,489
air_quality_d20_h8,air_quality_d20_h9,0.8,temporal,neutral,489
light_d20_h9,light_d20_h10,0.8,temporal,neutral,490
humidity_d20_h9,humidity_d20_h10,0.8,temporal,neutral,490
nutrients_d20_h9,nutrients_d20_h10,0.8,temporal,positive,490
air_quality_d20_h9,air_quality_d20_h10,0.8,temporal,positive,490
light_d20_h10,light_d20_h11,0.8,temporal,neutral,491
humidity_d20_h10,humidity_d20_h11,0.8,temporal,neutral,491
nutrients_d20_h10,nutrients_d20_h11,0.8,temporal,positive,491
air_quality_d20_h10,air_quality_d20_h11,0.8,temporal,positive,491
light_d20_h11,light_d20_h12,0.8,temporal,neutral,492
humidity_d20_h11,humidity_d20_h12,0.8,temporal,neutral,492
nutrients_d20_h11,nutrients_d20_h12,0.8,temporal,positive,492
air_quality_d20_h11,air_quality_d20_h12,0.8,temporal,neutral,492
light_d20_h12,light_d20_h13,0.8,temporal,neutral,493
humidity_d20_h12,humidity_d20_h13,0.8,temporal,neutral,493
nutrients_d20_h12,nutrients_d20_h13,0.8,temporal,positive,493
air_quality_d20_h12,air_quality_d20_h13,0.8,temporal,positive,493
light_d20_h13,light_d20_h14,0.8,temporal,neutral,494
humidity_d20_h13,humidity_d20_h14,0.8,temporal,neutral,494
nutrients_d20_h13,nutrients_d20_h14,0.8,temporal,positive,494
air_quality_d20_h13,air_quality_d20_h14,0.8,temporal,positive,494
light_d20_h14,light_d20_h15,0.8,temporal,neutral,495
humidity_d20_h14,humidity_d20_h15,0.8,temporal,neutral,495
nutrients_d20_h14,nutrients_d20_h15,0.8,temporal,positive,495
air_quality_d20_h14,air_quality_d20_h15,0.8,temporal,positive,495
light_d20_h15,light_d20_h16,0.8,temporal,neutral,496
humidity_d20_h15,humidity_d20_h16,0.8,temporal,neutral,496
nutrients_d20_h15,nutrients_d20_h16,0.8,temporal,positive,496
air_quality_d20_h15,air_quality_d20_h16,0.8,temporal,neutral,496
light_d20_h16,light_d20_h17,0.8,temporal,neutral,497
humidity_d20_h16,humidity_d20_h17,0.8,temporal,neutral,497
nutrients_d20_h16,nutrients_d20_h17,0.8,temporal,positive,497
air_quality_d20_h16,air_quality_d20_h17,0.8,temporal,neutral,497
light_d20_h17,light_d20_h18,0.8,temporal,neutral,498
humidity_d20_h17,humidity_d20_h18,0.8,temporal,positive,498
nutrients_d20_h17,nutrients_d20_h18,0.8,temporal,positive,498
air_quality_d20_h17,air_quality_d20_h18,0.8,temporal,positive,498
light_d20_h18,light_d20_h19,0.8,temporal,negative,499
humidity_d20_h18,humidity_d20_h19,0.8,temporal,neutral,499
nutrients_d20_h18,nutrients_d20_h19,0.8,temporal,neutral,499
air_quality_d20_h18,air_quality_d20_h19,0.8,temporal,negative,499
light_d20_h19,light_d20_h20,0.8,temporal,negative,500
humidity_d20_h19,humidity_d20_h20,0.8,temporal,neutral,500
nutrients_d20_h19,nutrients_d20_h20,0.8,temporal,neutral,500
air_quality_d20_h19,air_quality_d20_h20,0.8,temporal,neutral,500
light_d20_h20,light_d20_h21,0.8,temporal,negative,501
humidity_d20_h20,humidity_d20_h21,0.8,temporal,neutral,501
nutrients_d20_h20,nutrients_d20_h21,0.8,temporal,positive,501
air_quality_d20_h20,air_quality_d20_h21,0.8,temporal,neutral,501
light_d20_h21,light_d20_h22,0.8,temporal,negative,502
humidity_d20_h21,humidity_d20_h22,0.8,temporal,neutral,502
nutrients_d20_h21,nutrients_d20_h22,0.8,temporal,positive,502
air_quality_d20_h21,air_quality_d20_h22,0.8,temporal,neutral,502
light_d20_h22,light_d20_h23,0.8,temporal,negative,503
humidity_d20_h22,humidity_d20_h23,0.8,temporal,neutral,503
nutrients_d20_h22,nutrients_d20_h23,0.8,temporal,positive,503
air_quality_d20_h22,air_quality_d20_h23,0.8,temporal,neutral,503
light_d20_h23,light_d21_h0,0.8,temporal,negative,504
humidity_d20_h23,humidity_d21_h0,0.8,temporal,neutral,504
nutrients_d20_h23,nutrients_d21_h0,0.8,temporal,positive,504
air_quality_d20_h23,air_quality_d21_h0,0.8,temporal,positive,504
light_d21_h0,light_d21_h1,0.8,temporal,negative,505
humidity_d21_h0,humidity_d21_h1,0.8,temporal,neutral,505
nutrients_d21_h0,nutrients_d21_h1,0.8,temporal,positive,505
air_quality_d21_h0,air_quality_d21_h1,0.8,temporal,neutral,505
light_d21_h1,light_d21_h2,0.8,temporal,negative,506
humidity_d21_h1,humidity_d21_h2,0.8,temporal,neutral,506
nutrients_d21_h1,nutrients_d21_h2,0.8,temporal,positive,506
air_quality_d21_h1,air_quality_d21_h2,0.8,temporal,negative,506
light_d21_h2,light_d21_h3,0.8,temporal,negative,507
humidity_d21_h2,humidity_d21_h3,0.8,temporal,neutral,507
nutrients_d21_h2,nutrients_d21_h3,0.8,temporal,positive,507
air_quality_d21_h2,air_quality_d21_h3,0.8,temporal,positive,507
light_d21_h3,light_d21_h4,0.8,temporal,negative,508
humidity_d21_h3,humidity_d21_h4,0.8,temporal,positive,508
nutrients_d21_h3,nutrients_d21_h4,0.8,temporal,neutral,508
